subject_id,method,SCR_pos_area,SCR_mean
0,conventional,1.8319925264803398,0.0007761917896046792
10,custom,0.17752463117801018,-0.0007849142222491738
3,conventional,0.03739073559577872,-0.0001156351777389269
4,custom,2.450278468602956,0.016390685924670998
5,conventional,0.21751957442832123,-0.0019629572788442055
6,custom,0.1802320810774558,-0.0029562684490829706
7,conventional,0.938174025518122,0.008513381502174884
8,conventional,0.22512053724933004,2.5435615719586007e-05
9,custom,0.09813190976219621,-0.009921671440081948
